Data da Venda,Nome do Produto,Quantidade Vendida,Valor Unitário (R$),Valor Total (R$),Franquia,Nome do Vendedor,Localização da Franquia,Canal de Venda
2023-10-15,Chocolate Com Amêndoas,2,16.46,32.92,ChocoFranq 4,Alexandre Freitas,RJ,Online
2023-07-17,Chocolate Com Morango,1,5.55,5.55,ChocoFranq 6,João Gabriel Cavalcanti,DF,Franquia
2023-01-16,Chocolate Ao Leite,4,18.34,73.36,ChocoFranq 6,Davi Lucas Costa,RJ,Online
2023-02-09,Chocolate Diet,12,49.23,590.76,ChocoFranq 10,Nicolas Rezende,MG,Franquia
2023-08-26,Chocolate Ao Leite,15,41.72,625.8,ChocoFranq 4,Leandro Moreira,BA,Online
2023-04-14,Chocolate Com Caramelo,20,10.31,206.2,ChocoFranq 2,Catarina Farias,RJ,Online
2024-02-08,Chocolate Vegano,6,33.01,198.06,ChocoFranq 6,Davi Lucas Costa,BA,Online
2024-03-09,Chocolate Diet,8,7.66,61.28,ChocoFranq 9,Alexandre Freitas,DF,Franquia
2023-07-12,Chocolate Com Morango,9,34.63,311.67,ChocoFranq 9,Nicolas Rezende,BA,Franquia
2024-05-09,Chocolate Com Menta,18,46.58,838.44,ChocoFranq 2,Dr. Ryan Caldeira,PR,Online
2023-04-14,Chocolate Ao Leite,12,6.26,75.12,ChocoFranq 8,João Gabriel Cavalcanti,BA,Franquia
2023-10-14,Chocolate Com Menta,6,13.16,78.96,ChocoFranq 8,Catarina Farias,SP,Franquia
2023-05-21,Chocolate Diet,1,17.51,17.51,ChocoFranq 2,Marcela Dias,RS,Franquia
2023-12-29,Chocolate Zero Açúcar,7,5.92,41.44,ChocoFranq 10,Kamilly Sales,RJ,Franquia
2023-07-28,Chocolate Branco,17,11.57,196.69,ChocoFranq 6,Calebe Freitas,RS,Online
2023-11-30,Chocolate Trufado,9,12.28,110.52,ChocoFranq 9,Lorenzo Silva,PR,Online
2024-01-20,Chocolate Diet,16,24.62,393.92,ChocoFranq 2,Maria Fernanda Costa,RS,Franquia
2023-02-10,Chocolate Recheado,3,24.83,74.49,ChocoFranq 10,Leandro Oliveira,RS,Franquia
2024-02-17,Chocolate Com Morango,17,26.91,457.47,ChocoFranq 2,Lorenzo Silva,BA,Online
2023-04-16,Chocolate Zero Açúcar,10,48.52,485.2,ChocoFranq 9,Luiz Gustavo Carvalho,PE,Franquia
2023-09-26,Chocolate Recheado,6,18.22,109.32,ChocoFranq 7,Nicolas Rezende,DF,Online
2024-01-08,Chocolate Com Castanha,3,48.37,145.11,ChocoFranq 1,Luiz Gustavo Carvalho,DF,Franquia
2023-11-08,Chocolate Com Menta,5,39.97,199.85,ChocoFranq 7,Valentina Teixeira,MG,Franquia
2023-02-26,Chocolate Diet,15,23.94,359.1,ChocoFranq 3,João Gabriel Cavalcanti,MG,Franquia
2023-05-25,Chocolate Trufado,14,27.3,382.2,ChocoFranq 6,Leandro Oliveira,BA,Online
2023-02-04,Chocolate Trufado,18,21.2,381.6,ChocoFranq 9,Guilherme Porto,CE,Franquia
2023-01-01,Chocolate 70% Cacau,15,5.41,81.15,ChocoFranq 2,Nicole Rodrigues,RJ,Online
2023-04-13,Chocolate Vegano,6,27.18,163.08,ChocoFranq 5,Davi Lucas Costa,SP,Franquia
2023-01-07,Chocolate Com Castanha,14,39.7,555.8,ChocoFranq 5,Rafael Moura,BA,Online
2024-03-02,Chocolate Trufado,19,29.56,561.64,ChocoFranq 1,Isaac Costa,SC,Franquia
2023-05-12,Chocolate Recheado,10,26.24,262.4,ChocoFranq 7,Alexandre Freitas,CE,Franquia
2023-05-09,Chocolate Com Morango,4,24.61,98.44,ChocoFranq 3,Henrique Araújo,MG,Franquia
2023-10-08,Chocolate Zero Açúcar,11,14.21,156.31,ChocoFranq 6,Davi Lucca da Cunha,MG,Online
2024-01-24,Chocolate Branco,19,14.75,280.25,ChocoFranq 1,Luiz Gustavo Carvalho,RJ,Online
2023-06-12,Chocolate Trufado,4,24.08,96.32,ChocoFranq 7,Dr. Enzo Gabriel Fogaça,PR,Online
2023-01-09,Chocolate Com Menta,9,14.96,134.64,ChocoFranq 5,Juliana Farias,BA,Online
2024-03-17,Chocolate Com Castanha,19,28.98,550.62,ChocoFranq 6,Olivia da Mota,SC,Franquia
2023-11-14,Chocolate Com Caramelo,9,28.84,259.56,ChocoFranq 9,Leandro Oliveira,RJ,Online
2023-07-03,Chocolate Com Avelã,3,35.27,105.81,ChocoFranq 8,Henrique Araújo,BA,Online
2023-03-31,Chocolate Trufado,2,38.1,76.2,ChocoFranq 6,Leandro Oliveira,SC,Online
2023-01-10,Chocolate Trufado,9,38.57,347.13,ChocoFranq 4,Valentina Teixeira,PR,Online
2023-10-14,Chocolate Meio Amargo,9,48.65,437.85,ChocoFranq 10,Guilherme Porto,SC,Online
2023-01-24,Chocolate Com Menta,16,6.59,105.44,ChocoFranq 10,Marcela Dias,CE,Online
2023-01-29,Chocolate Com Menta,4,47.62,190.48,ChocoFranq 2,Juliana Farias,SC,Franquia
2023-11-08,Chocolate Meio Amargo,3,46.39,139.17,ChocoFranq 9,Kamilly Sales,SP,Online
2023-05-01,Chocolate Com Castanha,18,38.74,697.32,ChocoFranq 10,Juliana Farias,SP,Franquia
2023-03-04,Chocolate Trufado,15,34.59,518.85,ChocoFranq 8,Henrique Araújo,PR,Online
2023-10-10,Chocolate Recheado,8,16.51,132.08,ChocoFranq 4,Luiz Gustavo Carvalho,RJ,Online
2024-01-18,Chocolate Meio Amargo,8,24.02,192.16,ChocoFranq 10,Henrique Araújo,SC,Franquia
2023-04-20,Chocolate Recheado,13,37.58,488.54,ChocoFranq 7,Calebe Freitas,DF,Online
2023-06-09,Chocolate Ao Leite,18,41.39,745.02,ChocoFranq 5,Rafael Moura,SC,Online
2023-01-03,Chocolate Ao Leite,12,15.48,185.76,ChocoFranq 4,Nicolas Rezende,MG,Franquia
2024-03-17,Chocolate Diet,11,8.24,90.64,ChocoFranq 2,Olivia da Mota,DF,Franquia
2023-06-12,Chocolate Com Avelã,14,17.03,238.42,ChocoFranq 8,Isadora Moura,MG,Online
2024-02-12,Chocolate Com Castanha,19,23.59,448.21,ChocoFranq 10,Fernando Silva,DF,Franquia
2023-05-11,Chocolate Diet,12,41.48,497.76,ChocoFranq 9,Maria Fernanda Costa,SC,Online
2024-05-03,Chocolate Branco,4,48.39,193.56,ChocoFranq 4,Dr. Enzo Gabriel Fogaça,PR,Online
2023-03-12,Chocolate Recheado,2,35.0,70.0,ChocoFranq 7,Isadora Moura,PR,Online
2023-04-06,Chocolate Ao Leite,17,13.24,225.08,ChocoFranq 3,Marcela Dias,CE,Franquia
2024-01-18,Chocolate Ao Leite,12,9.72,116.64,ChocoFranq 5,Rafaela Peixoto,SC,Franquia
2024-04-20,Chocolate Com Castanha,11,48.87,537.57,ChocoFranq 5,Ana Júlia Santos,MG,Online
2023-05-08,Chocolate Trufado,10,7.37,73.7,ChocoFranq 3,João Gabriel Cavalcanti,RS,Online
2023-11-03,Chocolate Diet,2,37.6,75.2,ChocoFranq 8,Rafaela Peixoto,MG,Franquia
2024-02-01,Chocolate Com Menta,17,44.2,751.4,ChocoFranq 9,Juliana Pinto,PR,Franquia
2023-11-18,Chocolate Zero Açúcar,5,27.79,138.95,ChocoFranq 5,Isadora Moura,PE,Franquia
2023-05-07,Chocolate Recheado,10,49.74,497.4,ChocoFranq 4,Calebe Freitas,PR,Franquia
2024-04-24,Chocolate Vegano,7,49.36,345.52,ChocoFranq 3,Valentina Teixeira,SC,Online
2024-03-29,Chocolate Com Morango,11,21.52,236.72,ChocoFranq 5,Rafael Moura,PE,Franquia
2023-04-24,Chocolate Meio Amargo,18,24.76,445.68,ChocoFranq 3,Leandro Oliveira,SP,Franquia
2023-12-03,Chocolate Com Amêndoas,6,33.13,198.78,ChocoFranq 5,Henrique Araújo,SC,Franquia
2023-08-28,Chocolate Diet,11,40.74,448.14,ChocoFranq 4,Ana Júlia Santos,SC,Franquia
2023-10-07,Chocolate Trufado,14,27.12,379.68,ChocoFranq 9,Isadora Moura,SC,Franquia
2023-10-15,Chocolate Vegano,7,41.68,291.76,ChocoFranq 7,Valentina Teixeira,CE,Online
2023-02-16,Chocolate Meio Amargo,5,28.79,143.95,ChocoFranq 1,Catarina Farias,SC,Online
2023-09-25,Chocolate Com Caramelo,15,29.34,440.1,ChocoFranq 1,Sr. Breno Silva,RJ,Online
2023-01-04,Chocolate Ao Leite,6,15.0,90.0,ChocoFranq 1,Isaac Costa,RS,Online
2023-12-02,Chocolate Branco,10,35.23,352.3,ChocoFranq 10,Fernando Silva,PE,Online
2024-04-12,Chocolate Com Morango,10,10.38,103.8,ChocoFranq 6,Marcela Dias,PR,Online
2023-04-14,Chocolate Com Morango,20,20.3,406.0,ChocoFranq 9,Lorenzo Silva,SP,Online
2023-04-13,Chocolate Com Morango,7,30.36,212.52,ChocoFranq 7,Ana Júlia Santos,RS,Online
2024-03-21,Chocolate Meio Amargo,15,20.55,308.25,ChocoFranq 7,Dr. Ryan Caldeira,SC,Franquia
2023-03-29,Chocolate Com Morango,4,43.3,173.2,ChocoFranq 10,Isadora Moura,DF,Online
2023-12-27,Chocolate Trufado,6,8.67,52.02,ChocoFranq 9,João Gabriel Cavalcanti,BA,Online
2024-05-13,Chocolate Com Caramelo,14,37.62,526.68,ChocoFranq 1,Juliana Pinto,BA,Franquia
2023-03-07,Chocolate Com Caramelo,7,26.74,187.18,ChocoFranq 3,Juliana Pinto,BA,Online
2023-03-04,Chocolate Recheado,18,20.89,376.02,ChocoFranq 6,Sr. Breno Silva,SC,Franquia
2023-08-22,Chocolate Diet,3,29.59,88.77,ChocoFranq 9,Lorenzo Silva,RJ,Franquia
2023-11-10,Chocolate Ao Leite,13,25.63,333.19,ChocoFranq 6,Isadora Moura,RS,Franquia
2023-11-17,Chocolate Branco,15,23.52,352.8,ChocoFranq 1,Ana Júlia Santos,BA,Franquia
2024-02-04,Chocolate Recheado,16,11.22,179.52,ChocoFranq 1,Fernando Silva,SP,Online
2023-03-10,Chocolate Com Morango,10,10.04,100.4,ChocoFranq 8,Luiz Gustavo Carvalho,DF,Online
2023-06-17,Chocolate Meio Amargo,9,10.77,96.93,ChocoFranq 10,Maria Fernanda Costa,RS,Online
2023-03-27,Chocolate 70% Cacau,9,22.08,198.72,ChocoFranq 9,Olivia da Mota,DF,Franquia
2024-04-25,Chocolate Recheado,3,41.79,125.37,ChocoFranq 5,Kamilly Sales,RS,Franquia
2023-09-20,Chocolate Com Caramelo,7,11.5,80.5,ChocoFranq 2,Juliana Farias,CE,Online
2024-01-16,Chocolate Com Amêndoas,5,43.16,215.8,ChocoFranq 4,Rafaela Peixoto,CE,Online
2023-09-19,Chocolate Com Caramelo,6,49.68,298.08,ChocoFranq 5,Maria Fernanda Costa,RJ,Online
2023-12-18,Chocolate Recheado,1,12.95,12.95,ChocoFranq 9,Lorenzo Silva,BA,Franquia
2023-06-24,Chocolate Com Caramelo,20,8.23,164.6,ChocoFranq 5,Catarina Farias,SP,Franquia
2023-07-27,Chocolate Meio Amargo,6,40.52,243.12,ChocoFranq 3,Alexandre Freitas,PE,Franquia
2024-03-26,Chocolate Zero Açúcar,8,21.36,170.88,ChocoFranq 10,Rafaela Peixoto,MG,Online
2024-01-30,Chocolate Branco,10,37.39,373.9,ChocoFranq 1,Henrique Araújo,MG,Franquia
2024-01-19,Chocolate Branco,6,18.53,111.18,ChocoFranq 3,Dr. Enzo Gabriel Fogaça,SC,Franquia
2023-08-19,Chocolate Trufado,16,29.51,472.16,ChocoFranq 8,Sr. Breno Silva,BA,Franquia
2023-12-18,Chocolate Com Castanha,11,10.36,113.96,ChocoFranq 2,Dr. Ryan Caldeira,SP,Franquia
2023-02-14,Chocolate Branco,19,5.57,105.83,ChocoFranq 3,Henrique Araújo,RS,Online
2023-11-16,Chocolate Branco,5,10.73,53.65,ChocoFranq 10,Catarina Farias,CE,Online
2023-04-12,Chocolate Recheado,17,47.68,810.56,ChocoFranq 6,Calebe Freitas,MG,Franquia
2024-04-13,Chocolate Branco,6,48.83,292.98,ChocoFranq 2,Luiz Gustavo Carvalho,PE,Franquia
2023-03-30,Chocolate Com Caramelo,18,16.26,292.68,ChocoFranq 10,Ana Júlia Santos,CE,Franquia
2024-03-06,Chocolate Com Morango,18,41.9,754.2,ChocoFranq 10,Olivia da Mota,MG,Franquia
2024-05-08,Chocolate Com Morango,16,25.45,407.2,ChocoFranq 5,Lorenzo Silva,PR,Franquia
2023-06-24,Chocolate Diet,4,16.52,66.08,ChocoFranq 6,Alexandre Freitas,RS,Online
2023-11-03,Chocolate Ao Leite,12,22.31,267.72,ChocoFranq 4,Marcela Dias,CE,Franquia
2023-09-09,Chocolate Vegano,1,9.05,9.05,ChocoFranq 10,Leandro Moreira,PR,Online
2023-05-15,Chocolate Branco,12,37.22,446.64,ChocoFranq 7,Leandro Moreira,CE,Online
2023-01-20,Chocolate Diet,15,19.27,289.05,ChocoFranq 3,Rafaela Peixoto,PE,Franquia
2024-02-17,Chocolate Com Caramelo,14,16.01,224.14,ChocoFranq 8,Marcela Dias,DF,Online
2023-03-25,Chocolate Diet,14,37.48,524.72,ChocoFranq 2,Isaac Costa,MG,Franquia
2023-03-10,Chocolate Ao Leite,20,25.41,508.2,ChocoFranq 2,Leandro Oliveira,BA,Franquia
2023-05-02,Chocolate Vegano,7,11.22,78.54,ChocoFranq 10,Maria Fernanda Costa,RJ,Online
2023-08-19,Chocolate Com Avelã,16,27.13,434.08,ChocoFranq 2,Davi Lucca da Cunha,PE,Online
2024-02-03,Chocolate Com Morango,5,28.65,143.25,ChocoFranq 3,Isaac Costa,DF,Online
2023-01-19,Chocolate Recheado,10,37.9,379.0,ChocoFranq 5,Isadora Moura,BA,Franquia
2023-04-19,Chocolate Diet,6,16.02,96.12,ChocoFranq 7,Catarina Farias,RS,Online
2023-05-28,Chocolate Com Avelã,20,49.16,983.2,ChocoFranq 8,Leandro Moreira,PR,Franquia
2023-03-28,Chocolate Com Avelã,4,7.91,31.64,ChocoFranq 2,Alexandre Freitas,RS,Franquia
2023-06-06,Chocolate Com Caramelo,11,16.0,176.0,ChocoFranq 1,Kamilly Sales,SP,Franquia
2023-04-15,Chocolate Com Morango,3,36.8,110.4,ChocoFranq 9,Leandro Moreira,RJ,Franquia
2023-08-30,Chocolate Ao Leite,10,41.49,414.9,ChocoFranq 3,Sr. Breno Silva,DF,Online
2023-05-11,Chocolate Meio Amargo,17,34.2,581.4,ChocoFranq 8,Alexandre Freitas,PR,Franquia
2023-10-26,Chocolate Ao Leite,12,16.17,194.04,ChocoFranq 8,Nicolas Rezende,BA,Online
2023-02-14,Chocolate Branco,20,31.5,630.0,ChocoFranq 3,Henrique Araújo,RJ,Online
2023-07-25,Chocolate Com Morango,6,49.31,295.86,ChocoFranq 4,Davi Lucca da Cunha,SC,Online
2023-12-04,Chocolate Meio Amargo,20,22.58,451.6,ChocoFranq 3,Nicole Rodrigues,PE,Franquia
2023-10-06,Chocolate Recheado,6,35.61,213.66,ChocoFranq 8,Catarina Farias,PR,Franquia
2023-04-21,Chocolate Com Avelã,10,8.34,83.4,ChocoFranq 2,Rafael Moura,BA,Franquia
2023-12-10,Chocolate Com Caramelo,11,35.08,385.88,ChocoFranq 1,Isadora Moura,DF,Franquia
2023-03-24,Chocolate Com Avelã,7,16.74,117.18,ChocoFranq 8,Davi Lucas Costa,RS,Franquia
2024-04-09,Chocolate Com Caramelo,11,13.05,143.55,ChocoFranq 9,Leandro Moreira,CE,Franquia
2024-04-20,Chocolate Branco,1,41.88,41.88,ChocoFranq 6,Isaac Costa,BA,Franquia
2024-05-08,Chocolate Com Castanha,14,30.98,433.72,ChocoFranq 8,Kamilly Sales,DF,Online
2023-03-13,Chocolate 70% Cacau,1,17.84,17.84,ChocoFranq 7,Catarina Farias,RS,Franquia
2024-02-09,Chocolate Vegano,19,40.05,760.95,ChocoFranq 3,Kamilly Sales,SC,Online
2023-03-28,Chocolate Com Caramelo,11,26.61,292.71,ChocoFranq 7,Calebe Freitas,RJ,Franquia
2023-02-04,Chocolate Com Amêndoas,5,34.89,174.45,ChocoFranq 6,Rafaela Peixoto,PR,Online
2023-07-09,Chocolate Diet,18,30.68,552.24,ChocoFranq 1,Ana Júlia Santos,DF,Online
2024-01-15,Chocolate Branco,9,26.78,241.02,ChocoFranq 9,Lorenzo Silva,SP,Franquia
2023-08-25,Chocolate 70% Cacau,11,27.15,298.65,ChocoFranq 1,Alexandre Freitas,CE,Online
2024-03-30,Chocolate Com Caramelo,1,16.07,16.07,ChocoFranq 8,Fernando Silva,SP,Online
2023-04-21,Chocolate Ao Leite,2,48.37,96.74,ChocoFranq 6,Olivia da Mota,PR,Franquia
2023-01-02,Chocolate Com Menta,19,34.9,663.1,ChocoFranq 2,Rafaela Peixoto,MG,Online
2023-02-19,Chocolate Com Avelã,12,17.23,206.76,ChocoFranq 5,Isaac Costa,SP,Franquia
2024-02-10,Chocolate Com Avelã,5,45.83,229.15,ChocoFranq 8,Dr. Enzo Gabriel Fogaça,PR,Franquia
2023-06-05,Chocolate Recheado,3,32.27,96.81,ChocoFranq 9,Lorenzo Silva,RJ,Online
2024-04-08,Chocolate Branco,9,19.49,175.41,ChocoFranq 3,Rafael Moura,PE,Franquia
2023-08-14,Chocolate 70% Cacau,14,14.52,203.28,ChocoFranq 4,Dr. Enzo Gabriel Fogaça,PR,Online
2024-03-07,Chocolate Com Castanha,20,7.86,157.2,ChocoFranq 5,Calebe Freitas,SP,Online
2023-12-07,Chocolate Com Castanha,3,25.89,77.67,ChocoFranq 5,Luiz Gustavo Carvalho,SC,Franquia
2024-01-16,Chocolate Branco,3,44.51,133.53,ChocoFranq 3,Isaac Costa,PE,Franquia
2023-07-17,Chocolate Vegano,10,41.22,412.2,ChocoFranq 7,Valentina Teixeira,CE,Online
2023-02-18,Chocolate Branco,15,48.27,724.05,ChocoFranq 1,Leandro Moreira,SC,Franquia
2024-03-05,Chocolate Ao Leite,3,46.46,139.38,ChocoFranq 3,Davi Lucca da Cunha,DF,Franquia
2024-04-08,Chocolate Com Amêndoas,11,18.37,202.07,ChocoFranq 8,Marcela Dias,SC,Franquia
2023-10-07,Chocolate Com Amêndoas,10,10.71,107.1,ChocoFranq 2,Alexandre Freitas,PE,Online
2023-08-31,Chocolate Com Avelã,16,31.5,504.0,ChocoFranq 5,Ana Júlia Santos,PE,Franquia
2023-12-13,Chocolate Com Morango,16,49.89,798.24,ChocoFranq 5,Leandro Moreira,PE,Online
2023-11-06,Chocolate Recheado,5,5.9,29.5,ChocoFranq 1,Isadora Moura,MG,Franquia
2024-05-09,Chocolate Com Avelã,16,9.2,147.2,ChocoFranq 9,Fernando Silva,SC,Online
2024-01-30,Chocolate Com Menta,16,8.05,128.8,ChocoFranq 3,Leandro Moreira,BA,Franquia
2023-09-13,Chocolate Com Avelã,12,24.92,299.04,ChocoFranq 10,Fernando Silva,SC,Online
2023-09-14,Chocolate Vegano,16,36.58,585.28,ChocoFranq 3,Guilherme Porto,BA,Online
2023-02-23,Chocolate Diet,17,46.08,783.36,ChocoFranq 10,Isadora Moura,BA,Franquia
2023-10-14,Chocolate Diet,18,16.56,298.08,ChocoFranq 6,Kamilly Sales,SC,Online
2023-02-06,Chocolate Zero Açúcar,7,19.64,137.48,ChocoFranq 8,Nicole Rodrigues,RS,Franquia
2023-04-12,Chocolate Recheado,11,42.95,472.45,ChocoFranq 4,Leandro Moreira,MG,Online
2023-12-31,Chocolate 70% Cacau,7,41.64,291.48,ChocoFranq 4,Ana Júlia Santos,SC,Online
2023-02-20,Chocolate Trufado,19,22.07,419.33,ChocoFranq 9,Luiz Gustavo Carvalho,RJ,Franquia
2023-10-29,Chocolate Trufado,3,28.5,85.5,ChocoFranq 8,Dr. Ryan Caldeira,CE,Online
2023-11-27,Chocolate Com Morango,3,11.53,34.59,ChocoFranq 8,Davi Lucca da Cunha,RJ,Online
2024-03-05,Chocolate 70% Cacau,19,32.64,620.16,ChocoFranq 9,Juliana Farias,PR,Franquia
2023-06-29,Chocolate Vegano,19,7.78,147.82,ChocoFranq 9,Kamilly Sales,PR,Online
2023-09-16,Chocolate Com Castanha,15,36.67,550.05,ChocoFranq 5,Marcela Dias,PR,Franquia
2024-01-18,Chocolate Meio Amargo,20,23.39,467.8,ChocoFranq 7,Leandro Moreira,RS,Franquia
2023-12-31,Chocolate Com Caramelo,12,40.02,480.24,ChocoFranq 10,João Gabriel Cavalcanti,RJ,Online
2023-02-08,Chocolate Meio Amargo,15,19.48,292.2,ChocoFranq 6,Guilherme Porto,CE,Online
2023-08-07,Chocolate Recheado,11,44.01,484.11,ChocoFranq 4,Marcela Dias,RS,Online
2023-05-17,Chocolate 70% Cacau,9,6.17,55.53,ChocoFranq 3,Valentina Teixeira,RJ,Online
2023-06-30,Chocolate Com Amêndoas,13,23.53,305.89,ChocoFranq 6,Leandro Moreira,DF,Online
2024-04-04,Chocolate Recheado,4,36.25,145.0,ChocoFranq 4,Lorenzo Silva,RS,Online
2024-04-25,Chocolate Com Avelã,15,17.59,263.85,ChocoFranq 2,Nicolas Rezende,CE,Online
2023-02-25,Chocolate Com Castanha,18,12.52,225.36,ChocoFranq 10,Juliana Pinto,RJ,Franquia
2023-12-23,Chocolate Com Amêndoas,11,7.62,83.82,ChocoFranq 6,Juliana Farias,MG,Franquia
2023-03-01,Chocolate Trufado,17,10.74,182.58,ChocoFranq 4,Alexandre Freitas,SP,Online
2023-08-23,Chocolate Com Castanha,9,10.84,97.56,ChocoFranq 5,Sr. Breno Silva,CE,Online
2023-09-24,Chocolate Recheado,4,30.79,123.16,ChocoFranq 5,Valentina Teixeira,SP,Online
2023-03-26,Chocolate Branco,20,39.01,780.2,ChocoFranq 10,Juliana Farias,RS,Franquia
2024-03-03,Chocolate Vegano,2,45.58,91.16,ChocoFranq 3,Rafael Moura,RJ,Online
2023-11-27,Chocolate Branco,19,20.79,395.01,ChocoFranq 1,Catarina Farias,SC,Franquia
2023-04-03,Chocolate Com Menta,6,23.44,140.64,ChocoFranq 7,Ana Júlia Santos,SC,Franquia
2023-04-09,Chocolate Com Caramelo,3,17.18,51.54,ChocoFranq 10,Davi Lucas Costa,RS,Online
2024-02-23,Chocolate Recheado,12,16.69,200.28,ChocoFranq 4,Rafaela Peixoto,CE,Franquia
2023-07-24,Chocolate Com Morango,16,36.41,582.56,ChocoFranq 9,Isaac Costa,CE,Franquia
2023-08-01,Chocolate Meio Amargo,10,41.27,412.7,ChocoFranq 7,Nicolas Rezende,DF,Franquia
2023-06-11,Chocolate Com Castanha,17,39.93,678.81,ChocoFranq 10,Davi Lucca da Cunha,PE,Franquia
2023-12-25,Chocolate Com Morango,12,35.69,428.28,ChocoFranq 2,Leandro Oliveira,BA,Online
2023-12-07,Chocolate Com Morango,14,14.83,207.62,ChocoFranq 3,Calebe Freitas,DF,Online
2023-10-01,Chocolate Meio Amargo,5,39.96,199.8,ChocoFranq 9,Dr. Enzo Gabriel Fogaça,RS,Franquia
2023-06-07,Chocolate Meio Amargo,18,40.19,723.42,ChocoFranq 4,Davi Lucca da Cunha,MG,Online
2023-11-24,Chocolate Branco,6,47.13,282.78,ChocoFranq 6,Lorenzo Silva,RS,Online
2024-02-15,Chocolate Recheado,7,47.61,333.27,ChocoFranq 8,Olivia da Mota,RJ,Online
2023-04-25,Chocolate Zero Açúcar,3,30.23,90.69,ChocoFranq 5,Henrique Araújo,DF,Franquia
2024-04-18,Chocolate 70% Cacau,11,27.09,297.99,ChocoFranq 9,Valentina Teixeira,CE,Franquia
2023-12-28,Chocolate Com Menta,15,47.38,710.7,ChocoFranq 8,Guilherme Porto,CE,Online
2023-06-22,Chocolate 70% Cacau,18,33.97,611.46,ChocoFranq 8,Valentina Teixeira,SP,Franquia
2023-11-14,Chocolate Com Menta,19,37.47,711.93,ChocoFranq 6,Henrique Araújo,SC,Franquia
2024-05-07,Chocolate Com Castanha,15,5.52,82.8,ChocoFranq 7,Kamilly Sales,CE,Online
2024-03-24,Chocolate 70% Cacau,14,7.23,101.22,ChocoFranq 8,Davi Lucca da Cunha,DF,Online
2023-10-02,Chocolate Com Caramelo,7,25.84,180.88,ChocoFranq 10,Dr. Ryan Caldeira,SC,Franquia
2024-03-31,Chocolate Zero Açúcar,18,35.49,638.82,ChocoFranq 6,Leandro Moreira,SC,Online
2023-12-17,Chocolate Com Avelã,7,49.94,349.58,ChocoFranq 7,Isadora Moura,SP,Franquia
2023-04-11,Chocolate Com Avelã,17,45.91,780.47,ChocoFranq 7,Henrique Araújo,SC,Online
2023-07-16,Chocolate Com Castanha,3,44.68,134.04,ChocoFranq 7,Calebe Freitas,PE,Online
2024-02-23,Chocolate Diet,17,30.85,524.45,ChocoFranq 9,Nicolas Rezende,RJ,Franquia
2024-01-15,Chocolate Trufado,10,42.97,429.7,ChocoFranq 1,Maria Fernanda Costa,RS,Franquia
2024-03-09,Chocolate Com Menta,17,15.01,255.17,ChocoFranq 10,Guilherme Porto,SP,Online
2023-09-27,Chocolate Diet,4,45.95,183.8,ChocoFranq 2,Kamilly Sales,CE,Online
2023-10-16,Chocolate Com Menta,12,23.05,276.6,ChocoFranq 8,Rafael Moura,RS,Online
2023-08-14,Chocolate Meio Amargo,19,18.31,347.89,ChocoFranq 4,Dr. Enzo Gabriel Fogaça,SC,Franquia
2023-07-25,Chocolate Com Amêndoas,10,7.46,74.6,ChocoFranq 5,Kamilly Sales,PE,Online
2024-02-21,Chocolate Recheado,12,49.04,588.48,ChocoFranq 8,Luiz Gustavo Carvalho,MG,Franquia
2023-01-18,Chocolate Recheado,3,43.0,129.0,ChocoFranq 1,Olivia da Mota,MG,Franquia
2023-06-08,Chocolate Meio Amargo,2,25.52,51.04,ChocoFranq 2,Lorenzo Silva,DF,Online
2023-09-24,Chocolate Trufado,15,30.17,452.55,ChocoFranq 3,Alexandre Freitas,BA,Online
2023-08-09,Chocolate Com Morango,13,34.72,451.36,ChocoFranq 5,Isadora Moura,PR,Online
2024-04-06,Chocolate Recheado,5,14.51,72.55,ChocoFranq 4,Davi Lucas Costa,PE,Online
2023-08-07,Chocolate Com Caramelo,8,27.0,216.0,ChocoFranq 9,Lorenzo Silva,BA,Franquia
2024-04-08,Chocolate Vegano,5,29.56,147.8,ChocoFranq 6,Calebe Freitas,DF,Online
2023-04-29,Chocolate Branco,16,9.56,152.96,ChocoFranq 8,Davi Lucca da Cunha,SP,Online
2024-04-16,Chocolate Zero Açúcar,9,12.17,109.53,ChocoFranq 5,Lorenzo Silva,SC,Franquia
2023-02-20,Chocolate Meio Amargo,17,7.33,124.61,ChocoFranq 6,Olivia da Mota,CE,Franquia
2023-12-08,Chocolate Diet,1,5.61,5.61,ChocoFranq 1,Dr. Enzo Gabriel Fogaça,MG,Franquia
2023-12-05,Chocolate Diet,8,13.98,111.84,ChocoFranq 2,Leandro Moreira,PR,Online
2023-09-03,Chocolate Zero Açúcar,9,30.0,270.0,ChocoFranq 10,Nicole Rodrigues,DF,Franquia
2023-12-10,Chocolate Meio Amargo,17,47.59,809.03,ChocoFranq 2,Davi Lucas Costa,RJ,Online
2023-01-09,Chocolate Diet,16,29.82,477.12,ChocoFranq 9,João Gabriel Cavalcanti,RS,Online
2024-04-16,Chocolate Com Avelã,8,37.32,298.56,ChocoFranq 1,Marcela Dias,BA,Online
2023-03-06,Chocolate Trufado,10,35.55,355.5,ChocoFranq 9,Isaac Costa,RJ,Franquia
2023-07-05,Chocolate Zero Açúcar,2,27.81,55.62,ChocoFranq 1,Sr. Breno Silva,PE,Franquia
2023-11-07,Chocolate Meio Amargo,16,14.16,226.56,ChocoFranq 2,Dr. Ryan Caldeira,PE,Online
